t(s); V(A); V(B); temp(B);
1782; -9,41615e-07; 1,0185; 20,0239; 
1783; -9,41615e-07; 1,01841; 20,0237; 
1784; -9,41615e-07; 1,01832; 20,0235; 
1785; -9,41615e-07; 1,01823; 20,0232; 
1786; -9,41615e-07; 1,01814; 20,023; 
1787; -9,41615e-07; 1,01805; 20,0228; 
1788; -9,41615e-07; 1,01796; 20,0226; 
1789; -9,41615e-07; 1,01787; 20,0223; 
1790; -9,41615e-07; 1,01778; 20,0221; 
1791; -9,41615e-07; 1,01769; 20,0219; 
1792; -9,41615e-07; 1,0176; 20,0217; 
1793; -9,41615e-07; 1,01751; 20,0215; 
1794; -9,41615e-07; 1,01743; 20,0213; 
1795; -9,41615e-07; 1,01734; 20,0211; 
1796; -9,41615e-07; 1,01726; 20,0209; 
1797; -9,41615e-07; 1,01717; 20,0206; 
1798; -9,41615e-07; 1,01708; 20,0204; 
1799; -9,41615e-07; 1,017; 20,0202; 
1800; -9,41615e-07; 1,01692; 20,02; 
1801; -9,41615e-07; 1,01683; 20,0199; 
1802; -9,41615e-07; 1,01675; 20,0197; 
1803; -9,41615e-07; 1,01666; 20,0195; 
1804; -9,41615e-07; 1,01658; 20,0193; 
1805; -9,41615e-07; 1,0165; 20,0191; 
1806; -9,41615e-07; 1,01642; 20,0189; 
1807; -9,41615e-07; 1,01634; 20,0187; 
1808; -9,41615e-07; 1,01625; 20,0185; 
1809; -9,41615e-07; 1,01617; 20,0183; 
1810; -9,41615e-07; 1,01609; 20,0182; 
1811; -9,41615e-07; 1,01601; 20,018; 
1812; -9,41615e-07; 1,01593; 20,0178; 
1813; -9,41615e-07; 1,01585; 20,0176; 
1814; -9,41615e-07; 1,01578; 20,0175; 
1815; -9,41615e-07; 1,0157; 20,0173; 
1816; -9,41615e-07; 1,01562; 20,0171; 
1817; -9,41615e-07; 1,01554; 20,017; 
1818; -9,41615e-07; 1,01547; 20,0168; 
1819; -9,41615e-07; 1,01539; 20,0166; 
1820; -9,41615e-07; 1,01531; 20,0165; 
1821; -9,41615e-07; 1,01524; 20,0163; 
1822; -9,41615e-07; 1,01516; 20,0161; 
1823; -9,41615e-07; 1,01508; 20,016; 
1824; -9,41615e-07; 1,01501; 20,0158; 
1825; -9,41615e-07; 1,01494; 20,0157; 
1826; -9,41615e-07; 1,01486; 20,0155; 
1827; -9,41615e-07; 1,01479; 20,0154; 
1828; -9,41615e-07; 1,01471; 20,0152; 
1829; -9,41615e-07; 1,01464; 20,0151; 
1830; -9,41615e-07; 1,01457; 20,0149; 
1831; -9,41615e-07; 1,0145; 20,0148; 
1832; -9,41615e-07; 1,01442; 20,0146; 
1833; -9,41615e-07; 1,01435; 20,0145; 
1834; -9,41615e-07; 1,01428; 20,0143; 
1835; -9,41615e-07; 1,01421; 20,0142; 
1836; -9,41615e-07; 1,01414; 20,0141; 
1837; -9,41615e-07; 1,01407; 20,0139; 
1838; -9,41615e-07; 1,014; 20,0138; 
1839; -9,41615e-07; 1,01393; 20,0137; 
1840; -9,41615e-07; 1,01386; 20,0135; 
1841; -9,41615e-07; 1,01379; 20,0134; 
1842; -9,41615e-07; 1,01372; 20,0133; 
1843; -9,41615e-07; 1,01365; 20,0131; 
1844; -9,41615e-07; 1,01359; 20,013; 
1845; -9,41615e-07; 1,01352; 20,0129; 
1846; -9,41615e-07; 1,01345; 20,0127; 
1847; -9,41615e-07; 1,01338; 20,0126; 
1848; -9,41615e-07; 1,01332; 20,0125; 
1849; -9,41615e-07; 1,01325; 20,0124; 
1850; -9,41615e-07; 1,01319; 20,0122; 
1851; -9,41615e-07; 1,01312; 20,0121; 
1852; -9,41615e-07; 1,01306; 20,012; 
1853; -9,41615e-07; 1,01299; 20,0119; 
1854; -9,41615e-07; 1,01293; 20,0118; 
1855; -9,41615e-07; 1,01286; 20,0117; 
1856; -9,41615e-07; 1,0128; 20,0115; 
1857; -9,41615e-07; 1,01273; 20,0114; 
1858; -9,41615e-07; 1,01267; 20,0113; 
1859; -9,41615e-07; 1,01261; 20,0112; 
1860; -9,41615e-07; 1,01255; 20,0111; 
1861; -9,41615e-07; 1,01248; 20,011; 
1862; -9,41615e-07; 1,01242; 20,0109; 
1863; -9,41615e-07; 1,01236; 20,0108; 
1864; -9,41615e-07; 1,0123; 20,0107; 
1865; -9,41615e-07; 1,01224; 20,0106; 
1866; -9,41615e-07; 1,01218; 20,0105; 
1867; -9,41615e-07; 1,01212; 20,0104; 
1868; -9,41615e-07; 1,01205; 20,0103; 
1869; -9,41615e-07; 1,01199; 20,0102; 
1870; -9,41615e-07; 1,01194; 20,0101; 
1871; -9,41615e-07; 1,01188; 20,01; 
1872; -9,41615e-07; 1,01182; 20,0099; 
1873; -9,41615e-07; 1,01176; 20,0098; 
1874; -9,41615e-07; 1,0117; 20,0097; 
1875; -9,41615e-07; 1,01164; 20,0096; 
1876; -9,41615e-07; 1,01158; 20,0095; 
1877; -9,41615e-07; 1,01153; 20,0094; 
1878; -9,41615e-07; 1,01147; 20,0093; 
1879; -9,41615e-07; 1,01141; 20,0092; 
1880; -9,41615e-07; 1,01135; 20,0091; 
1881; -9,41615e-07; 1,0113; 20,009; 
1882; -9,41615e-07; 1,01124; 20,0089; 
1883; -9,41615e-07; 1,01119; 20,0088; 
1884; -9,41615e-07; 1,01113; 20,0088; 
1885; -9,41615e-07; 1,01108; 20,0087; 
1886; -9,41615e-07; 1,01102; 20,0086; 
1887; -9,41615e-07; 1,01097; 20,0085; 
1888; -9,41615e-07; 1,01091; 20,0084; 
1889; -9,41615e-07; 1,01086; 20,0083; 
1890; -9,41615e-07; 1,0108; 20,0082; 
1891; -9,41615e-07; 1,01075; 20,0082; 
1892; -9,41615e-07; 1,0107; 20,0081; 
1893; -9,41615e-07; 1,01064; 20,008; 
1894; -9,41615e-07; 1,01059; 20,0079; 
1895; -9,41615e-07; 1,01054; 20,0079; 
1896; -9,41615e-07; 1,01048; 20,0078; 
1897; -9,41615e-07; 1,01043; 20,0077; 
1898; -9,41615e-07; 1,01038; 20,0076; 
1899; -9,41615e-07; 1,01033; 20,0075; 
1900; -9,41615e-07; 1,01028; 20,0075; 
1901; -9,41615e-07; 1,01023; 20,0074; 
1902; -9,41615e-07; 1,01018; 20,0073; 
1903; -9,41615e-07; 1,01012; 20,0073; 
1904; -9,41615e-07; 1,01007; 20,0072; 
1905; -9,41615e-07; 1,01002; 20,0071; 
1906; -9,41615e-07; 1,00997; 20,007; 
1907; -9,41615e-07; 1,00992; 20,007; 
1908; -9,41615e-07; 1,00988; 20,0069; 
1909; -9,41615e-07; 1,00983; 20,0068; 
1910; -9,41615e-07; 1,00978; 20,0068; 
1911; -9,41615e-07; 1,00973; 20,0067; 
1912; -9,41615e-07; 1,00968; 20,0066; 
1913; -9,41615e-07; 1,00963; 20,0066; 
1914; -9,41615e-07; 1,00958; 20,0065; 
1915; -9,41615e-07; 1,00954; 20,0064; 
1916; -9,41615e-07; 1,00949; 20,0064; 
1917; -9,41615e-07; 1,00944; 20,0063; 
1918; -9,41615e-07; 1,0094; 20,0063; 
1919; -9,41615e-07; 1,00935; 20,0062; 
1920; -9,41615e-07; 1,0093; 20,0061; 
1921; -9,41615e-07; 1,00926; 20,0061; 
1922; -9,41615e-07; 1,00921; 20,006; 
1923; -9,41615e-07; 1,00916; 20,006; 
1924; -9,41615e-07; 1,00912; 20,0059; 
1925; -9,41615e-07; 1,00907; 20,0058; 
1926; -9,41615e-07; 1,00903; 20,0058; 
1927; -9,41615e-07; 1,00898; 20,0057; 
1928; -9,41615e-07; 1,00894; 20,0057; 
1929; -9,41615e-07; 1,00889; 20,0056; 
1930; -9,41615e-07; 1,00885; 20,0056; 
1931; -9,41615e-07; 1,00881; 20,0055; 
1932; -9,41615e-07; 1,00876; 20,0054; 
1933; -9,41615e-07; 1,00872; 20,0054; 
1934; -9,41615e-07; 1,00867; 20,0053; 
1935; -9,41615e-07; 1,00863; 20,0053; 
1936; -9,41615e-07; 1,00859; 20,0052; 
1937; -9,41615e-07; 1,00855; 20,0052; 
1938; -9,41615e-07; 1,0085; 20,0051; 
1939; -9,41615e-07; 1,00846; 20,0051; 
1940; -9,41615e-07; 1,00842; 20,005; 
1941; -9,41615e-07; 1,00838; 20,005; 
1942; -9,41615e-07; 1,00834; 20,0049; 
1943; -9,41615e-07; 1,00829; 20,0049; 
1944; -9,41615e-07; 1,00825; 20,0048; 
1945; -9,41615e-07; 1,00821; 20,0048; 
1946; -9,41615e-07; 1,00817; 20,0047; 
1947; -9,41615e-07; 1,00813; 20,0047; 
1948; -9,41615e-07; 1,00809; 20,0046; 
1949; -9,41615e-07; 1,00805; 20,0046; 
1950; -9,41615e-07; 1,00801; 20,0046; 
1951; -9,41615e-07; 1,00797; 20,0045; 
1952; -9,41615e-07; 1,00793; 20,0045; 
1953; -9,41615e-07; 1,00789; 20,0044; 
1954; -9,41615e-07; 1,00785; 20,0044; 
1955; -9,41615e-07; 1,00781; 20,0043; 
1956; -9,41615e-07; 1,00777; 20,0043; 
1957; -9,41615e-07; 1,00773; 20,0042; 
1958; -9,41615e-07; 1,0077; 20,0042; 
1959; -9,41615e-07; 1,00766; 20,0042; 
1960; -9,41615e-07; 1,00762; 20,0041; 
1961; -9,41615e-07; 1,00758; 20,0041; 
1962; -9,41615e-07; 1,00754; 20,004; 
1963; -9,41615e-07; 1,00751; 20,004; 
1964; -9,41615e-07; 1,00747; 20,004; 
1965; -9,41615e-07; 1,00743; 20,0039; 
1966; -9,41615e-07; 1,00739; 20,0039; 
1967; -9,41615e-07; 1,00736; 20,0038; 
1968; -9,41615e-07; 1,00732; 20,0038; 
1969; -9,41615e-07; 1,00728; 20,0038; 
1970; -9,41615e-07; 1,00725; 20,0037; 
1971; -9,41615e-07; 1,00721; 20,0037; 
1972; -9,41615e-07; 1,00718; 20,0037; 
1973; -9,41615e-07; 1,00714; 20,0036; 
1974; -9,41615e-07; 1,00711; 20,0036; 
1975; -9,41615e-07; 1,00707; 20,0036; 
1976; -9,41615e-07; 1,00703; 20,0035; 
1977; -9,41615e-07; 1,007; 20,0035; 
1978; -9,41615e-07; 1,00696; 20,0034; 
1979; -9,41615e-07; 1,00693; 20,0034; 
1980; -9,41615e-07; 1,0069; 20,0034; 
1981; -9,41615e-07; 1,00686; 20,0033; 
1982; -9,41615e-07; 1,00683; 20,0033; 
1983; -9,41615e-07; 1,00679; 20,0033; 
1984; -9,41615e-07; 1,00676; 20,0032; 
1985; -9,41615e-07; 1,00673; 20,0032; 
1986; -9,41615e-07; 1,00669; 20,0032; 
1987; -9,41615e-07; 1,00666; 20,0032; 
1988; -9,41615e-07; 1,00663; 20,0031; 
1989; -9,41615e-07; 1,00659; 20,0031; 
1990; -9,41615e-07; 1,00656; 20,0031; 
1991; -9,41615e-07; 1,00653; 20,003; 
1992; -9,41615e-07; 1,00649; 20,003; 
1993; -9,41615e-07; 1,00646; 20,003; 
1994; -9,41615e-07; 1,00643; 20,0029; 
1995; -9,41615e-07; 1,0064; 20,0029; 
1996; -9,41615e-07; 1,00637; 20,0029; 
1997; -9,41615e-07; 1,00633; 20,0029; 
1998; -9,41615e-07; 1,0063; 20,0028; 
1999; -9,41615e-07; 1,00627; 20,0028; 
2000; -9,41615e-07; 1,00624; 20,0028; 
